StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q18,Q20,Q22,Q24,Q26,Q27,Q28,Q29,Q30
2025-02-11 06:56:08,2025-02-11 06:59:21,IP Address,100,193,True,2025-02-11 06:59:22,R_7LnP7pzxMpMQgmZ,email,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,2.00 – 2.99,Senior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,16 – 20 hours,4 – 6 hours,16 – 20 hours,1 – 5 hours,Fair,Yes,Yes,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,(b) Only one statement is true.,Rarely,Never,Never,Rarely
2025-02-11 08:51:04,2025-02-11 08:54:00,IP Address,100,176,True,2025-02-11 08:54:01,R_5ncsbSiR7kBRSgs,email,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,1 – 5 hours,7 – 9 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Often,Often,Often,Rarely
2025-02-11 08:48:28,2025-02-11 08:54:59,IP Address,100,391,True,2025-02-11 08:55:00,R_5R7Xgb3IRZMgOz3,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Junior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,11 – 15 hours,7 – 9 hours,11 – 15 hours,1 – 5 hours,Good,Yes,Yes,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Sometimes,Rarely,Never,Never
2025-02-11 09:23:41,2025-02-11 09:28:21,IP Address,100,280,True,2025-02-11 09:28:22,R_3kiHjbAAlMp0FV2,email,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Junior,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,4 – 6 hours,1 – 5 hours,0 hours (don’t engage in extracurricular activities),Okay,No,No,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,Very Often,Very Often,Very Often,very Often
2025-02-11 09:26:15,2025-02-11 09:29:43,IP Address,100,208,True,2025-02-11 09:29:44,R_11ngwdl32BOGg0L,email,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,1 – 5 hours,1 – 5 hours,Good,Yes,No,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,Sometimes,Often,,Never
2025-02-11 09:35:48,2025-02-11 09:39:18,IP Address,100,210,True,2025-02-11 09:39:19,R_54GKgSMtdVzh0H6,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Sophomore,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,11 – 15 hours,4 – 6 hours,6 – 10 hours,1 – 5 hours,Good,No,Yes,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",Sometimes,Sometimes,Rarely,Sometimes
2025-02-11 10:30:28,2025-02-11 10:34:47,IP Address,100,259,True,2025-02-11 10:34:48,R_5IL9z2kKFOrypUA,email,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,2.00 – 2.99,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,4 – 6 hours,More than 20 hours,1 – 5 hours,Good,Yes,Yes,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Often,Sometimes,Rarely,Sometimes
2025-02-11 11:10:26,2025-02-11 11:13:49,IP Address,100,203,True,2025-02-11 11:13:49,R_30S9aHe8vo0G5WU,email,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Junior,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,7 – 9 hours,0 hours (don’t work),0 hours (don’t engage in extracurricular activities),Okay,Yes,Yes,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Rarely,Rarely,Sometimes,Rarely
2025-02-11 10:44:53,2025-02-11 12:07:10,IP Address,100,4936,True,2025-02-11 12:07:11,R_7ahF2zzYSSoiUsV,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,11 – 15 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Fair,Yes,Yes,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Very Often,Sometimes,Rarely,Rarely
2025-02-11 12:31:24,2025-02-11 12:36:20,IP Address,100,296,True,2025-02-11 12:36:21,R_6qmRn9qjaA0yTlL,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Junior,"a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,6 – 10 hours,7 – 9 hours,16 – 20 hours,0 hours (don’t engage in extracurricular activities),Okay,No,Yes,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Sometimes,Sometimes,Rarely,very Often
2025-02-11 13:26:08,2025-02-11 13:30:32,IP Address,100,264,True,2025-02-11 13:30:33,R_78B4nysOuhg2hFf,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Sophomore,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,11 – 15 hours,4 – 6 hours,More than 20 hours,0 hours (don’t engage in extracurricular activities),Okay,Yes,Yes,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,Sometimes,Never,Never,Never
2025-02-11 23:48:11,2025-02-11 23:54:46,IP Address,100,394,True,2025-02-11 23:54:46,R_5y42XdXk14asi0O,email,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,6 – 10 hours,7 – 9 hours,1 – 5 hours,0 hours (don’t engage in extracurricular activities),Fair,Yes,Yes,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Rarely,Never,Rarely,Never
2025-02-11 09:19:21,2025-02-12 14:23:46,IP Address,100,104664,True,2025-02-12 14:23:47,R_3CIOHVdvk4ySmqU,email,EN,I voluntarily consent to participate in this study,Male,a first-generation college student,3.00 – 4.00,Senior,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,4 – 6 hours,6 – 10 hours,16 – 20 hours,Good,Yes,No,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",Sometimes,Sometimes,Sometimes,Rarely
2025-02-12 14:37:24,2025-02-12 14:56:32,IP Address,100,1148,True,2025-02-12 14:56:33,R_5qX3CBoDmwekmK4,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,11 – 15 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Fair,Yes,Yes,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Never,Never,Never,Never
2025-02-12 15:08:01,2025-02-12 15:16:16,IP Address,100,495,True,2025-02-12 15:16:17,R_17qW0q8MeRzaWtX,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,4 – 6 hours,0 hours (don’t work),0 hours (don’t engage in extracurricular activities),Good,Yes,Yes,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",Never,Never,Never,Never
2025-02-13 07:49:58,2025-02-13 07:53:35,IP Address,100,216,True,2025-02-13 07:53:35,R_7csfenUUeretCAF,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Senior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,4 – 6 hours,More than 20 hours,1 – 5 hours,Excellent (5),No,Yes,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,Often,Often,Often,Rarely
2025-02-13 08:09:17,2025-02-13 08:13:04,IP Address,100,226,True,2025-02-13 08:13:05,R_39oBd7QIOmPdW4C,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,7 – 9 hours,1 – 5 hours,0 hours (don’t engage in extracurricular activities),Fair,Yes,Yes,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,Often,Sometimes,Very Often,Often
2025-02-13 08:11:20,2025-02-13 08:17:16,IP Address,100,356,True,2025-02-13 08:17:16,R_3ykdRycGBrYE115,email,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Senior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,1 – 5 hours,4 – 6 hours,16 – 20 hours,1 – 5 hours,Okay,Yes,Yes,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",Very Often,Very Often,Very Often,very Often
2025-02-13 08:01:56,2025-02-13 08:25:09,IP Address,100,1392,True,2025-02-13 08:25:10,R_68E04Orf67eSY9z,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,More than 20 hours,4 – 6 hours,1 – 5 hours,6 – 10 hours,Okay,Yes,Yes,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",Very Often,Very Often,Very Often,very Often
2025-02-13 08:48:33,2025-02-13 08:55:08,IP Address,100,394,True,2025-02-13 08:55:08,R_6343Y5dM29ukO4d,email,EN,I voluntarily consent to participate in this study,Male,a first-generation college student,Don’t know,Senior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,16 – 20 hours,4 – 6 hours,More than 20 hours,0 hours (don’t engage in extracurricular activities),Good,Yes,Yes,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Never,Sometimes,Never,Sometimes
2025-02-13 08:45:31,2025-02-13 08:56:30,IP Address,100,659,True,2025-02-13 08:56:31,R_3SH3ZwCmEjSdmZa,email,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,2.00 – 2.99,Junior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,6 – 10 hours,7 – 9 hours,16 – 20 hours,1 – 5 hours,Good,Yes,Yes,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Often,Very Often,Sometimes,Rarely
2025-02-13 09:04:45,2025-02-13 09:11:05,IP Address,100,380,True,2025-02-13 09:11:06,R_6aUISYMNNswoN9Z,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Senior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,4 – 6 hours,More than 20 hours,1 – 5 hours,Okay,No,Yes,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",Often,Often,Sometimes,Rarely
2025-02-13 09:11:51,2025-02-13 09:25:40,IP Address,100,829,True,2025-02-13 09:25:41,R_3pxEsdySMAwZvuV,email,EN,I voluntarily consent to participate in this study,Female,a first-generation college student,3.00 – 4.00,Junior,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,More than 20 hours,4 – 6 hours,1 – 5 hours,0 hours (don’t engage in extracurricular activities),Okay,Yes,Yes,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,Never,Never,Never,Never
2025-02-13 10:42:02,2025-02-13 10:48:32,IP Address,100,390,True,2025-02-13 10:48:33,R_7qUKJxwZWtSz87k,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,2.00 – 2.99,Senior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,7 – 9 hours,1 – 5 hours,6 – 10 hours,Good,Yes,Yes,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,Never,Never,Never,Never
2025-02-13 14:21:22,2025-02-13 14:26:44,IP Address,100,322,True,2025-02-13 14:26:45,R_7Cq4Ke5cf4i4K2m,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,6 – 10 hours,7 – 9 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Rarely,Rarely,Often,Rarely
2025-02-13 20:49:23,2025-02-13 20:52:52,IP Address,100,208,True,2025-02-13 20:52:53,R_5o3NTUaskPYf9ex,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Sophomore,"a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,More than 20 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Good,Yes,Yes,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,Rarely,Sometimes,Very Often,Never
2025-02-13 22:41:59,2025-02-13 22:47:17,IP Address,100,317,True,2025-02-13 22:47:17,R_7V2UIR8mAjJIDgf,email,EN,I voluntarily consent to participate in this study,Male,a first-generation college student,2.00 – 2.99,Junior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,1 – 5 hours,4 – 6 hours,More than 20 hours,0 hours (don’t engage in extracurricular activities),Excellent (5),No,No,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Never,Very Often,Rarely,Often
2025-02-14 12:59:26,2025-02-14 13:17:36,IP Address,100,1089,True,2025-02-14 13:17:37,R_6xGUo16bXmu6KQh,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Junior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,1 – 5 hours,7 – 9 hours,0 hours (don’t work),6 – 10 hours,Okay,No,Yes,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",Very Often,Sometimes,Very Often,Often
2025-02-17 08:06:32,2025-02-17 08:11:18,IP Address,100,286,True,2025-02-17 08:11:19,R_7pmtuanUaC794bG,email,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,2.00 – 2.99,Senior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,11 – 15 hours,4 – 6 hours,0 hours (don’t work),0 hours (don’t engage in extracurricular activities),Fair,Yes,Yes,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Never,Rarely,Never,Sometimes
2025-02-17 12:19:08,2025-02-17 12:22:58,IP Address,100,230,True,2025-02-17 12:22:59,R_32RB3rZ2zhzatV2,email,EN,I voluntarily consent to participate in this study,Male,a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,6 – 10 hours,7 – 9 hours,0 hours (don’t work),6 – 10 hours,Good,Yes,Yes,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",Rarely,Rarely,Rarely,Rarely
2025-02-17 12:19:54,2025-02-17 12:23:35,IP Address,100,221,True,2025-02-17 12:23:36,R_7nDvlZZfCuUpSw1,email,EN,I voluntarily consent to participate in this study,Male,NOT a first-generation college student,3.00 – 4.00,Sophomore,"a Science, Technology, Engineering, or Mathematics (STEM) major",Lower Middle Class,6 – 10 hours,4 – 6 hours,1 – 5 hours,6 – 10 hours,Okay,Yes,Yes,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Very Often,Very Often,Very Often,Rarely
2025-02-17 12:20:56,2025-02-17 12:27:25,IP Address,100,389,True,2025-02-17 12:27:26,R_5PeaTxpZnk4CZj3,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,2.00 – 2.99,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,1 – 5 hours,4 – 6 hours,0 hours (don’t work),1 – 5 hours,Fair,Yes,Yes,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Very Often,Sometimes,Sometimes,Sometimes
2025-02-17 12:24:58,2025-02-17 12:28:50,IP Address,100,231,True,2025-02-17 12:28:50,R_6DyrBG7qhKvLG3T,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Freshman,"a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,6 – 10 hours,4 – 6 hours,1 – 5 hours,0 hours (don’t engage in extracurricular activities),Okay,Yes,Yes,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.","(a) Both statements are true, or neither statement is true.",Sometimes,Sometimes,Often,Sometimes
2025-02-17 12:45:06,2025-02-17 12:48:20,IP Address,100,193,True,2025-02-17 12:48:20,R_7pnZ3kUyTe48odB,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Junior,"a Science, Technology, Engineering, or Mathematics (STEM) major",Upper Middle Class,11 – 15 hours,7 – 9 hours,6 – 10 hours,1 – 5 hours,Okay,Yes,No,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,Often,Sometimes,Often,Rarely
2025-02-17 12:45:39,2025-02-17 12:50:39,IP Address,100,300,True,2025-02-17 12:50:40,R_3kLjwXTXmZko9z4,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,2.00 – 2.99,Senior,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Middle Class,1 – 5 hours,7 – 9 hours,0 hours (don’t work),1 – 5 hours,Okay,Yes,Yes,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,(b) Only one statement is true.,Never,Never,Never,Rarely
2025-02-17 13:23:39,2025-02-17 13:26:49,IP Address,100,189,True,2025-02-17 13:26:49,R_5OPRBPgYonc8J9f,email,EN,I voluntarily consent to participate in this study,Female,NOT a first-generation college student,3.00 – 4.00,Sophomore,"NOT a Science, Technology, Engineering, or Mathematics (STEM) major",Working Class,1 – 5 hours,4 – 6 hours,1 – 5 hours,1 – 5 hours,Fair,Yes,No,(b) Only one statement is true.,(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",(b) Only one statement is true.,"(a) Both statements are true, or neither statement is true.",Often,Often,Often,Sometimes
